chr	start	end	strand	manual_assessment	previously_annotated	recount3_score	intropolis_score	repeat_overlap	antisense_overlap	intron_length	prediction_recount3	prediction_intropolis
6	170210470	170262415	-1	Yes	no	166	30	No_overlap	no	51946	ACCEPTED	ACCEPTED
1	232718889	232726141	1	Yes	no	167	0	No_overlap	no	7253	ACCEPTED	REJECTED
5	140400911	140401110	-1	Yes	no	167	0	No_overlap	no	200	ACCEPTED	REJECTED
X	116751274	116817627	-1	Yes	no	167	0	Type_I_Transposons/LINE,LTRs	no	66354	ACCEPTED	REJECTED
14	98235677	98236215	1	Yes	no	167	0	No_overlap	no	539	ACCEPTED	REJECTED
21	9629968	9681566	1	Yes	no	167	0	Type_I_Transposons/SINE	no	51599	REJECTED	REJECTED
10	37475435	37507986	-1	Yes	no	167	3	Type_I_Transposons/SINE	no	32552	REJECTED	REJECTED
2	127388321	127388880	1	No	no	167	0	No_overlap	yes	560	REJECTED	REJECTED
6	34248629	34263279	1	Yes	no	167	0	No_overlap	no	14651	ACCEPTED	REJECTED
10	30529843	30553985	1	Yes	no	167	0	No_overlap	yes	24143	REJECTED	REJECTED
8	134849370	134850530	1	Yes	no	167	4	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	1161	REJECTED	REJECTED
X	153178756	153179201	-1	Yes	no	168	0	Tandem_repeats	no	446	REJECTED	REJECTED
9	27586387	27626816	-1	Yes	no	168	11	No_overlap	no	40430	ACCEPTED	ACCEPTED
7	90119419	90122066	1	Yes	no	168	0	No_overlap	yes	2648	REJECTED	REJECTED
2	230920628	230928505	1	Yes	no	168	9	Type_I_Transposons/LINE	no	7878	ACCEPTED	ACCEPTED
8	58518224	58526895	1	Yes	no	168	0	No_overlap	no	8672	ACCEPTED	REJECTED
5	157876196	157887928	-1	Yes	no	168	7	LTRs	no	11733	ACCEPTED	ACCEPTED
5	72052214	72055685	-1	Yes	no	168	0	Type_I_Transposons/LINE,LTRs	no	3472	ACCEPTED	REJECTED
14	81221214	81221638	1	Yes	no	168	0	No_overlap	yes	425	REJECTED	REJECTED
22	18969946	18971031	1	Yes	no	168	23	No_overlap	no	1086	ACCEPTED	ACCEPTED
X	156026834	156027359	-1	Yes	no	168	0	No_overlap	no	526	ACCEPTED	REJECTED
9	99718288	99773511	-1	Yes	no	169	55	No_overlap	no	55224	REJECTED	REJECTED
3	89596808	89605300	1	Yes	no	169	21	LTRs	no	8493	ACCEPTED	ACCEPTED
18	2111737	2235545	-1	Yes	no	169	27	Type_I_Transposons/LINE	no	123809	ACCEPTED	ACCEPTED
11	71785382	71785634	-1	Yes	no	169	4	No_overlap	no	253	ACCEPTED	ACCEPTED
20	63488168	63497685	1	Yes	no	169	4	No_overlap	yes	9518	REJECTED	REJECTED
11	57272104	57279627	-1	Yes	no	169	10	Type_I_Transposons/SINE	no	7524	REJECTED	REJECTED
19	33304299	33304373	-1	Yes	no	169	0	No_overlap	yes	75	REJECTED	REJECTED
1	222089566	222188631	-1	Yes	no	169	0	No_overlap	no	99066	ACCEPTED	REJECTED
10	22871232	22871644	1	Yes	no	169	0	LTRs	no	413	ACCEPTED	REJECTED
X	125206172	125206787	-1	Yes	no	169	33	No_overlap	no	616	ACCEPTED	ACCEPTED
8	93495337	93496677	-1	Yes	no	170	0	Type_II_Transposons	no	1341	ACCEPTED	REJECTED
1	150516063	150532255	1	Yes	no	170	0	Type_I_Transposons/SINE	no	16193	REJECTED	REJECTED
1	69055243	69055562	-1	Yes	no	170	0	LTRs	no	320	ACCEPTED	REJECTED
14	44831691	44897011	-1	Yes	no	170	26	Type_I_Transposons/SINE	no	65321	REJECTED	REJECTED
2	131408014	131414143	1	Yes	no	170	11	No_overlap	no	6130	ACCEPTED	ACCEPTED
17	72599134	72603102	-1	Yes	no	170	15	No_overlap	no	3969	ACCEPTED	ACCEPTED
1	183610848	183616997	-1	Yes	no	170	0	LTRs	no	6150	ACCEPTED	REJECTED
15	75301736	75332156	-1	Yes	no	170	0	LTRs	no	30421	ACCEPTED	REJECTED
2	201996456	202005607	1	Yes	no	170	0	No_overlap	no	9152	ACCEPTED	REJECTED
10	117144734	117146144	-1	Yes	no	170	0	No_overlap	no	1411	ACCEPTED	REJECTED
13	96941800	96947854	-1	Yes	no	171	5	LTRs	no	6055	ACCEPTED	ACCEPTED
12	4174744	4203736	-1	Yes	no	171	0	LTRs	no	28993	ACCEPTED	REJECTED
8	121242990	121248915	1	Yes	no	171	13	No_overlap	no	5926	ACCEPTED	ACCEPTED
6	2634756	2639906	1	Yes	no	171	5	No_overlap	no	5151	ACCEPTED	ACCEPTED
4	104591544	104637897	1	Yes	no	171	10	No_overlap	no	46354	ACCEPTED	ACCEPTED
X	34128284	34129306	1	Yes	no	171	0	Type_I_Transposons/SINE	no	1023	REJECTED	REJECTED
18	67910827	67912518	1	Yes	no	171	4	No_overlap	no	1692	ACCEPTED	ACCEPTED
14	99284981	99285376	-1	Yes	no	171	0	Tandem_repeats	no	396	REJECTED	REJECTED
2	19305954	19347987	-1	Yes	no	171	3	Type_I_Transposons/LINE	no	42034	ACCEPTED	ACCEPTED
11	33247275	33252203	1	Yes	no	171	12	LTRs	no	4929	ACCEPTED	ACCEPTED
1	202087965	202092730	-1	Yes	no	172	0	No_overlap	no	4766	ACCEPTED	REJECTED
22	26672988	26710939	1	Yes	no	172	6	No_overlap	no	37952	ACCEPTED	ACCEPTED
9	63121844	63123150	-1	Yes	no	172	0	Type_II_Transposons	no	1307	ACCEPTED	REJECTED
4	134305887	134307540	-1	Yes	yes	172	9	LTRs	no	1654	ACCEPTED	ACCEPTED
12	32978317	32979794	1	Yes	no	172	11	No_overlap	no	1478	ACCEPTED	ACCEPTED
19	48950326	48964562	-1	Yes	no	172	12	LTRs	no	14237	ACCEPTED	ACCEPTED
2	27707883	27716500	-1	Yes	yes	172	0	No_overlap	no	8618	ACCEPTED	REJECTED
6	98766492	98787972	-1	Yes	no	172	4	No_overlap	no	21481	ACCEPTED	ACCEPTED
2	113325554	113387101	1	Yes	no	172	16	No_overlap	no	61548	ACCEPTED	ACCEPTED
3	70608723	70613760	-1	Yes	no	172	0	Type_I_Transposons/LINE	yes	5038	REJECTED	REJECTED
2	207334964	207335495	1	Yes	no	173	15	No_overlap	no	532	ACCEPTED	ACCEPTED
16	173000	173527	-1	No	no	173	0	No_overlap	yes	528	REJECTED	REJECTED
17	10880350	10880471	1	Yes	no	173	28	No_overlap	no	122	ACCEPTED	ACCEPTED
2	152211452	152224228	1	Yes	yes	173	0	Type_I_Transposons/SINE	no	12777	REJECTED	REJECTED
9	106717565	106769761	1	Yes	no	173	37	No_overlap	no	52197	ACCEPTED	ACCEPTED
7	34209631	34255929	1	Yes	yes	173	9	LTRs	no	46299	ACCEPTED	ACCEPTED
20	53915567	53937362	1	Yes	no	173	16	No_overlap	yes	21796	REJECTED	REJECTED
1	32348691	32351263	-1	Yes	no	173	42	No_overlap	no	2573	ACCEPTED	ACCEPTED
1	168585360	168585568	1	Yes	no	173	4	No_overlap	no	209	ACCEPTED	ACCEPTED
2	12398371	12405716	1	Yes	no	173	0	LTRs	no	7346	ACCEPTED	REJECTED
14	105644636	105648412	1	Yes	no	174	0	No_overlap	yes	3777	REJECTED	REJECTED
17	45541235	45545804	1	Yes	no	174	0	No_overlap	no	4570	ACCEPTED	REJECTED
15	28357473	28360958	1	Yes	no	174	0	Type_I_Transposons/LINE	no	3486	ACCEPTED	REJECTED
9	68545625	68584110	-1	Yes	no	174	0	Type_II_Transposons	no	38486	ACCEPTED	REJECTED
2	236987272	236991035	1	Yes	no	174	0	No_overlap	no	3764	ACCEPTED	REJECTED
2	177131209	177186207	-1	Yes	no	174	10	LTRs	no	54999	ACCEPTED	ACCEPTED
2	20121229	20125797	1	Yes	no	174	0	Type_I_Transposons/LINE,LTRs	no	4569	ACCEPTED	REJECTED
14	51364907	51365362	1	Yes	no	174	11	Type_I_Transposons/LINE,LTRs	no	456	ACCEPTED	ACCEPTED
15	24794005	24795956	1	Yes	no	174	3	Type_I_Transposons/LINE	no	1952	ACCEPTED	ACCEPTED
13	33984064	33999420	-1	Yes	no	174	0	Type_I_Transposons/LINE	no	15357	ACCEPTED	REJECTED
6	14477220	14477707	-1	Yes	no	175	15	No_overlap	no	488	ACCEPTED	ACCEPTED
14	90454715	90457018	1	Yes	no	175	0	No_overlap	no	2304	ACCEPTED	REJECTED
8	145003503	145004873	1	Yes	no	175	16	LTRs	no	1371	ACCEPTED	ACCEPTED
13	42814473	42814951	-1	Yes	no	175	4	Type_I_Transposons/LINE	no	479	ACCEPTED	ACCEPTED
9	37079337	37080085	-1	Yes	no	175	26	No_overlap	yes	749	REJECTED	REJECTED
14	56321612	56325597	1	Yes	no	175	13	No_overlap	no	3986	ACCEPTED	ACCEPTED
2	12674348	12674710	1	Yes	no	175	9	No_overlap	no	363	REJECTED	REJECTED
9	111163587	111163853	1	Yes	no	175	10	No_overlap	no	267	ACCEPTED	ACCEPTED
8	41396618	41404495	-1	Yes	no	175	5	No_overlap	no	7878	ACCEPTED	ACCEPTED
6	169845485	169851571	-1	Yes	no	175	0	LTRs	no	6087	ACCEPTED	REJECTED
7	133034773	133035385	1	Yes	no	176	92	No_overlap	yes	613	REJECTED	REJECTED
18	22786859	22884975	-1	Yes	no	176	4	Type_I_Transposons/LINE	no	98117	ACCEPTED	ACCEPTED
22	26720118	26722005	1	Yes	no	176	0	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	1888	REJECTED	REJECTED
X	122469700	122477001	1	Yes	no	176	4	No_overlap	no	7302	ACCEPTED	ACCEPTED
4	28571186	28577915	1	Yes	no	176	14	LTRs	no	6730	ACCEPTED	ACCEPTED
14	30233556	30296974	-1	Yes	no	176	19	LTRs	no	63419	ACCEPTED	ACCEPTED
1	183448460	183469673	-1	Yes	no	176	0	Type_I_Transposons/LINE	no	21214	ACCEPTED	REJECTED
3	41162395	41163050	-1	Yes	no	176	0	No_overlap	no	656	ACCEPTED	REJECTED
X	140518845	140544688	1	Yes	no	176	7	No_overlap	no	25844	ACCEPTED	ACCEPTED
1	19252354	19254369	-1	Yes	no	176	7	Type_I_Transposons/SINE	no	2016	REJECTED	REJECTED
8	11922233	11923111	1	Yes	no	177	8	Type_I_Transposons/SINE	no	879	REJECTED	REJECTED
3	195701496	195708137	1	Yes	no	177	0	No_overlap	no	6642	ACCEPTED	REJECTED
1	149721547	149723040	-1	Yes	no	177	0	No_overlap	no	1494	ACCEPTED	REJECTED
1	13441251	13463311	1	Yes	no	177	4	LTRs	no	22061	ACCEPTED	ACCEPTED
19	41056979	41059197	1	Yes	no	177	15	No_overlap	no	2219	ACCEPTED	ACCEPTED
19	27918864	27918948	1	Yes	no	177	7	No_overlap	no	85	ACCEPTED	ACCEPTED
9	63117072	63117564	-1	Yes	no	177	0	No_overlap	no	493	ACCEPTED	REJECTED
11	1995456	1997635	-1	No	no	177	11	No_overlap	no	2180	ACCEPTED	ACCEPTED
16	49441947	49442182	-1	Yes	no	177	9	No_overlap	no	236	ACCEPTED	ACCEPTED
9	82284795	82349803	1	Yes	no	177	8	Type_II_Transposons,Type_I_Transposons/LINE	no	65009	ACCEPTED	ACCEPTED
12	6532732	6532983	-1	Yes	no	178	39	No_overlap	no	252	ACCEPTED	ACCEPTED
1	35770249	35806762	1	Yes	no	178	6	LTRs	no	36514	ACCEPTED	ACCEPTED
14	29396769	29413754	1	Yes	no	178	0	Type_I_Transposons/LINE	no	16986	ACCEPTED	REJECTED
5	166205190	166252281	-1	Yes	no	178	4	No_overlap	no	47092	ACCEPTED	ACCEPTED
2	130780146	130798547	-1	Yes	no	178	0	LTRs	no	18402	ACCEPTED	REJECTED
11	32313471	32333830	-1	Yes	no	178	10	No_overlap	no	20360	ACCEPTED	ACCEPTED
14	106401703	106402486	1	Yes	no	178	0	LTRs	no	784	ACCEPTED	REJECTED
8	21059936	21140622	-1	Yes	no	178	19	LTRs	no	80687	ACCEPTED	ACCEPTED
11	8388747	8389949	-1	Yes	no	178	14	No_overlap	no	1203	ACCEPTED	ACCEPTED
1	83856536	83860818	-1	Yes	no	178	11	No_overlap	no	4283	ACCEPTED	ACCEPTED
15	59996411	60003903	-1	Yes	no	179	12	No_overlap	no	7493	ACCEPTED	ACCEPTED
1	207721057	207751484	-1	Yes	no	179	0	No_overlap	no	30428	ACCEPTED	REJECTED
20	38675187	38678528	1	Yes	no	179	5	No_overlap	no	3342	ACCEPTED	ACCEPTED
8	121684585	121697510	-1	Yes	no	179	0	No_overlap	no	12926	ACCEPTED	REJECTED
X	51499110	51505731	-1	Yes	no	179	9	No_overlap	no	6622	ACCEPTED	ACCEPTED
2	88628847	88631403	1	Yes	no	179	0	No_overlap	no	2557	ACCEPTED	REJECTED
10	6972568	6978021	1	Yes	no	179	14	No_overlap	no	5454	ACCEPTED	ACCEPTED
3	98913457	98919753	-1	Yes	no	179	17	No_overlap	no	6297	ACCEPTED	ACCEPTED
17	18431182	18437926	-1	Yes	no	179	0	No_overlap	yes	6745	REJECTED	REJECTED
1	145438438	145438915	1	Yes	no	179	0	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	478	REJECTED	REJECTED
4	124107279	124146206	1	Yes	no	180	0	Type_I_Transposons/LINE	no	38928	ACCEPTED	REJECTED
7	27010194	27075811	-1	No	no	180	4	Type_I_Transposons/LINE	no	65618	ACCEPTED	ACCEPTED
9	110174305	110175665	-1	Yes	no	180	0	No_overlap	no	1361	ACCEPTED	REJECTED
1	4957852	4963959	-1	Yes	no	180	0	No_overlap	no	6108	ACCEPTED	REJECTED
8	142581906	142585778	1	Yes	no	180	28	No_overlap	no	3873	ACCEPTED	ACCEPTED
2	112765156	112770797	1	Yes	no	180	2	Type_I_Transposons/LINE	no	5642	ACCEPTED	ACCEPTED
16	33314581	33314773	-1	Yes	no	180	0	No_overlap	no	193	ACCEPTED	REJECTED
22	36870614	36901384	-1	Yes	no	180	11	No_overlap	no	30771	ACCEPTED	ACCEPTED
2	223587045	223593292	-1	Yes	no	180	89	LTRs	no	6248	ACCEPTED	ACCEPTED
13	110133232	110136691	-1	Yes	no	180	0	No_overlap	no	3460	ACCEPTED	REJECTED
8	100456280	100461655	1	Yes	no	181	18	No_overlap	no	5376	ACCEPTED	ACCEPTED
20	23188085	23189782	1	Yes	no	181	0	No_overlap	no	1698	ACCEPTED	REJECTED
17	14249326	14253471	1	Yes	no	181	0	Type_II_Transposons,Type_I_Transposons/SINE	no	4146	REJECTED	REJECTED
4	68018646	68080120	1	Yes	no	181	31	No_overlap	no	61475	ACCEPTED	ACCEPTED
6	135802759	135808003	-1	Yes	no	181	0	LTRs	no	5245	ACCEPTED	REJECTED
7	26496219	26497024	1	Yes	no	181	14	Type_I_Transposons/LINE	no	806	ACCEPTED	ACCEPTED
20	26192233	26208998	-1	Yes	yes	181	7	Type_II_Transposons	no	16766	ACCEPTED	ACCEPTED
12	110084821	110112282	1	Yes	no	181	8	LTRs	no	27462	ACCEPTED	ACCEPTED
1	159727175	159739761	1	Yes	no	181	0	LTRs	no	12587	ACCEPTED	REJECTED
7	69596434	69597046	-1	Yes	no	181	76	Type_I_Transposons/SINE	no	613	REJECTED	REJECTED
4	4101411	4107279	-1	Yes	no	182	0	Type_I_Transposons/SINE	no	5869	REJECTED	REJECTED
7	17259329	17299576	-1	Yes	no	182	10	LTRs	no	40248	ACCEPTED	ACCEPTED
7	64567535	64569248	-1	Yes	no	182	0	No_overlap	no	1714	ACCEPTED	REJECTED
10	129022245	129040786	1	Yes	no	182	6	Type_I_Transposons/LINE	no	18542	ACCEPTED	ACCEPTED
4	182081929	182086192	1	Yes	no	182	7	No_overlap	no	4264	ACCEPTED	ACCEPTED
10	13712015	13727321	1	Yes	no	182	5	No_overlap	no	15307	ACCEPTED	ACCEPTED
4	189858043	189864592	-1	Yes	no	182	0	LTRs	no	6550	ACCEPTED	REJECTED
18	28686236	28720936	1	Yes	no	182	0	Type_II_Transposons	no	34701	ACCEPTED	REJECTED
11	86703128	86763591	1	Yes	no	182	20	No_overlap	no	60464	ACCEPTED	ACCEPTED
10	3763194	3768571	1	Yes	no	182	14	No_overlap	no	5378	ACCEPTED	ACCEPTED
5	88656419	88656624	-1	Yes	no	183	5	No_overlap	no	206	ACCEPTED	ACCEPTED
9	11126	12122	1	Yes	no	183	0	Satellite_repeats	no	997	ACCEPTED	REJECTED
3	185560341	185560677	-1	Yes	no	183	6	Type_I_Transposons/SINE	no	337	REJECTED	REJECTED
1	89420058	89420190	1	Yes	no	183	0	No_overlap	no	133	ACCEPTED	REJECTED
17	49917011	49917127	-1	Yes	no	183	0	Type_I_Transposons/LINE	no	117	ACCEPTED	REJECTED
1	207180166	207181374	1	Yes	no	183	4	No_overlap	no	1209	ACCEPTED	ACCEPTED
5	34182868	34192686	-1	Yes	no	183	0	No_overlap	yes	9819	REJECTED	REJECTED
19	29428811	29526619	-1	Yes	no	183	43	No_overlap	no	97809	ACCEPTED	ACCEPTED
21	42780051	42780677	-1	Yes	no	183	9	Tandem_repeats,LTRs	no	627	REJECTED	REJECTED
8	61879778	61922689	1	Yes	no	183	0	No_overlap	no	42912	ACCEPTED	REJECTED
11	76710402	76710972	-1	Yes	no	184	9	No_overlap	no	571	ACCEPTED	ACCEPTED
1	234747004	234752914	-1	Yes	no	184	29	No_overlap	no	5911	ACCEPTED	ACCEPTED
5	170757979	170788223	-1	Yes	no	184	21	Type_I_Transposons/SINE	no	30245	REJECTED	REJECTED
6	148139206	148154832	-1	Yes	no	184	0	No_overlap	no	15627	ACCEPTED	REJECTED
16	51957457	51994497	-1	Yes	no	184	6	Type_I_Transposons/SINE	no	37041	REJECTED	REJECTED
1	91489229	91498514	-1	Yes	no	184	0	No_overlap	no	9286	ACCEPTED	REJECTED
1	156404593	156414653	-1	Yes	no	184	6	No_overlap	no	10061	ACCEPTED	ACCEPTED
6	57878126	57924416	-1	Yes	no	184	7	LTRs	no	46291	ACCEPTED	ACCEPTED
15	24363586	24385315	-1	Yes	no	184	16	LTRs	no	21730	ACCEPTED	ACCEPTED
2	201985188	201985646	-1	Yes	no	184	30	No_overlap	no	459	ACCEPTED	ACCEPTED
14	106277010	106281053	-1	Yes	no	185	0	LTRs	no	4044	ACCEPTED	REJECTED
5	92443220	92507347	-1	Yes	no	185	38	Type_I_Transposons/SINE,LTRs	no	64128	REJECTED	REJECTED
7	104953925	104978142	-1	Yes	no	185	0	No_overlap	no	24218	ACCEPTED	REJECTED
18	67012031	67012856	-1	Yes	no	185	18	LTRs	no	826	ACCEPTED	ACCEPTED
7	39553945	39566078	-1	Yes	no	185	19	No_overlap	no	12134	ACCEPTED	ACCEPTED
13	112356646	112391176	-1	Yes	no	185	26	No_overlap	no	34531	ACCEPTED	ACCEPTED
22	34629617	34638056	1	Yes	no	185	5	Type_I_Transposons/SINE	no	8440	REJECTED	REJECTED
15	96173502	96174187	1	Yes	no	185	0	No_overlap	no	686	ACCEPTED	REJECTED
2	127388269	127388713	1	Yes	no	185	12	No_overlap	yes	445	REJECTED	REJECTED
9	91182386	91182512	1	Yes	yes	185	7	No_overlap	no	127	ACCEPTED	ACCEPTED
7	67255259	67267747	-1	Yes	yes	186	0	Type_I_Transposons/LINE	no	12489	ACCEPTED	REJECTED
2	40755220	40760143	1	Yes	no	186	2	No_overlap	no	4924	ACCEPTED	ACCEPTED
5	1933986	1991977	1	Yes	no	186	27	No_overlap	no	57992	ACCEPTED	ACCEPTED
3	148210089	148230878	-1	Yes	no	186	2	Type_I_Transposons/LINE,LTRs	no	20790	ACCEPTED	ACCEPTED
22	25563482	25564218	-1	Yes	no	186	0	No_overlap	no	737	ACCEPTED	REJECTED
4	189025099	189035619	1	Yes	no	186	0	No_overlap	no	10521	ACCEPTED	REJECTED
17	83182784	83183175	1	Yes	no	186	8	No_overlap	no	392	ACCEPTED	ACCEPTED
8	12438219	12447087	1	Yes	no	186	0	Type_I_Transposons/SINE	no	8869	REJECTED	REJECTED
7	75348786	75351460	-1	Yes	no	186	0	Type_I_Transposons/SINE,LTRs	no	2675	REJECTED	REJECTED
1	96679112	96679471	1	No	no	186	0	No_overlap	yes	360	REJECTED	REJECTED
9	70258582	70258783	-1	Yes	no	187	8	No_overlap	no	202	ACCEPTED	ACCEPTED
5	71747718	71749192	-1	Yes	no	187	0	No_overlap	no	1475	ACCEPTED	REJECTED
5	124062511	124134423	-1	Yes	no	187	18	Type_I_Transposons/SINE	no	71913	REJECTED	REJECTED
3	107954899	107957837	1	Yes	no	187	0	No_overlap	no	2939	ACCEPTED	REJECTED
6	53792287	53793282	-1	Yes	no	187	0	LTRs	no	996	ACCEPTED	REJECTED
2	153421964	153423435	-1	Yes	yes	187	23	Type_I_Transposons/LINE	no	1472	REJECTED	REJECTED
3	98922441	98922989	-1	Yes	no	187	8	No_overlap	no	549	ACCEPTED	ACCEPTED
8	135662151	135662323	-1	Yes	no	187	19	LTRs	no	173	ACCEPTED	ACCEPTED
17	61393748	61413001	-1	Yes	no	187	8	No_overlap	yes	19254	REJECTED	REJECTED
8	9425243	9425893	1	Yes	no	187	12	Type_I_Transposons/LINE,LTRs	no	651	ACCEPTED	ACCEPTED
1	82487325	82555190	-1	Yes	no	188	31	Type_I_Transposons/LINE	no	67866	ACCEPTED	ACCEPTED
10	5611100	5611904	1	Yes	no	188	0	Unknown	no	805	ACCEPTED	REJECTED
11	95150692	95150777	-1	Yes	no	188	6	No_overlap	yes	86	REJECTED	REJECTED
5	122519973	122562796	-1	Yes	no	188	0	LTRs	no	42824	ACCEPTED	REJECTED
1	97047606	97081746	1	Yes	no	188	0	No_overlap	no	34141	ACCEPTED	REJECTED
15	34504728	34513431	-1	Yes	no	188	15	No_overlap	no	8704	ACCEPTED	ACCEPTED
10	35958990	35959267	1	Yes	no	188	12	No_overlap	no	278	ACCEPTED	ACCEPTED
18	11159546	11163704	-1	Yes	no	188	15	No_overlap	no	4159	ACCEPTED	ACCEPTED
4	186816347	186820337	1	Yes	no	188	0	Type_I_Transposons/SINE	no	3991	REJECTED	REJECTED
13	110025947	110032607	-1	Yes	no	188	0	No_overlap	no	6661	ACCEPTED	REJECTED
14	97639424	97646161	-1	Yes	no	189	2	Type_I_Transposons/SINE	no	6738	REJECTED	REJECTED
5	31148089	31239760	-1	Yes	no	189	4	No_overlap	no	91672	ACCEPTED	ACCEPTED
10	124883052	124886321	1	Yes	no	189	0	No_overlap	no	3270	ACCEPTED	REJECTED
1	116178733	116181414	-1	Yes	no	189	0	No_overlap	no	2682	ACCEPTED	REJECTED
9	65146996	65148302	1	Yes	no	189	0	Type_II_Transposons	no	1307	ACCEPTED	REJECTED
1	121094779	121094866	1	Yes	yes	189	0	No_overlap	no	88	ACCEPTED	REJECTED
20	51961565	51992707	-1	Yes	no	189	108	No_overlap	no	31143	ACCEPTED	ACCEPTED
11	15823518	15828815	-1	Yes	no	189	9	No_overlap	no	5298	ACCEPTED	ACCEPTED
16	29261324	29261585	1	Yes	no	189	7	No_overlap	no	262	ACCEPTED	ACCEPTED
2	156886563	156970896	1	Yes	no	189	38	No_overlap	no	84334	ACCEPTED	ACCEPTED
9	24742904	24745898	1	Yes	no	190	66	No_overlap	no	2995	ACCEPTED	ACCEPTED
8	12436648	12437395	1	Yes	no	190	0	No_overlap	no	748	ACCEPTED	REJECTED
5	155728991	155822052	1	Yes	no	190	0	Type_I_Transposons/LINE	no	93062	ACCEPTED	REJECTED
15	37672057	37678899	1	Yes	no	190	0	Type_I_Transposons/SINE	no	6843	REJECTED	REJECTED
10	88132554	88135390	1	Yes	no	190	0	Type_I_Transposons/SINE	no	2837	REJECTED	REJECTED
7	144195301	144207692	1	Yes	no	190	0	No_overlap	no	12392	ACCEPTED	REJECTED
3	107382057	107429412	-1	Yes	no	190	12	No_overlap	no	47356	ACCEPTED	ACCEPTED
7	99919674	99937058	1	Yes	no	190	23	Type_I_Transposons/SINE	no	17385	REJECTED	REJECTED
17	7716047	7717329	-1	Yes	no	190	4	No_overlap	no	1283	ACCEPTED	ACCEPTED
2	205868845	205889336	-1	Yes	no	190	0	LTRs	no	20492	ACCEPTED	REJECTED
17	40694879	40701563	1	Yes	no	191	0	No_overlap	no	6685	ACCEPTED	REJECTED
2	136127451	136142174	1	Yes	no	191	0	No_overlap	no	14724	ACCEPTED	REJECTED
2	194386954	194416195	1	Yes	no	191	13	LTRs	no	29242	ACCEPTED	ACCEPTED
5	56638657	56641329	-1	Yes	no	191	0	LTRs	no	2673	ACCEPTED	REJECTED
4	132662366	132668948	1	Yes	no	191	7	No_overlap	no	6583	ACCEPTED	ACCEPTED
3	132873185	132873505	1	Yes	no	191	28	LTRs	no	321	ACCEPTED	ACCEPTED
6	84447402	84447679	-1	Yes	no	191	0	Type_I_Transposons/SINE	no	278	REJECTED	REJECTED
2	46409693	46428981	-1	Yes	no	191	3	No_overlap	no	19289	ACCEPTED	ACCEPTED
10	47534782	47536716	1	No	no	191	0	Type_I_Transposons/SINE	no	1935	REJECTED	REJECTED
11	122225324	122226530	-1	Yes	no	191	0	No_overlap	no	1207	ACCEPTED	REJECTED
1	41242711	41272692	1	Yes	no	192	6	Type_II_Transposons	no	29982	ACCEPTED	ACCEPTED
3	194708539	194709273	1	Yes	no	192	5	No_overlap	no	735	ACCEPTED	ACCEPTED
9	131122240	131123145	-1	Yes	no	192	8	No_overlap	yes	906	REJECTED	REJECTED
15	50357062	50359994	1	Yes	no	192	0	Type_I_Transposons/LINE	yes	2933	REJECTED	REJECTED
2	104874403	104890351	1	Yes	no	192	0	LTRs	no	15949	ACCEPTED	REJECTED
11	123204562	123207996	1	Yes	no	192	2	Type_I_Transposons/SINE	no	3435	REJECTED	REJECTED
16	15155393	15162090	1	Yes	no	192	9	No_overlap	no	6698	ACCEPTED	ACCEPTED
2	9939837	9950704	-1	Yes	no	192	8	Type_I_Transposons/LINE	no	10868	ACCEPTED	ACCEPTED
20	12938283	12948933	1	Yes	no	192	10	LTRs	no	10651	ACCEPTED	ACCEPTED
10	65686075	65689502	1	Yes	no	192	0	Type_I_Transposons/SINE	no	3428	REJECTED	REJECTED
Y	13565997	13566765	1	Yes	no	193	6	LTRs	no	769	ACCEPTED	ACCEPTED
4	189697945	189716234	-1	Yes	no	193	8	No_overlap	no	18290	ACCEPTED	ACCEPTED
X	96194925	96371481	-1	Yes	yes	193	53	LTRs	no	176557	ACCEPTED	ACCEPTED
10	44582308	44582936	1	Yes	no	193	25	LTRs	no	629	ACCEPTED	ACCEPTED
17	44157460	44186564	-1	Yes	no	193	0	Type_I_Transposons/SINE	no	29105	REJECTED	REJECTED
1	223848542	223849096	1	Yes	no	193	0	Type_I_Transposons/LINE	no	555	ACCEPTED	REJECTED
16	86269084	86301171	-1	Yes	no	193	13	LTRs	no	32088	ACCEPTED	ACCEPTED
9	39809856	39810064	-1	Yes	no	193	79	Type_I_Transposons/SINE,LTRs	yes	209	REJECTED	REJECTED
16	49972211	49972503	-1	Yes	no	193	0	No_overlap	no	293	ACCEPTED	REJECTED
4	75312522	75340555	-1	Yes	no	193	0	LTRs	no	28034	ACCEPTED	REJECTED
15	23771781	23824723	1	Yes	no	194	28	Type_I_Transposons/LINE	no	52943	ACCEPTED	ACCEPTED
21	5448880	5499998	-1	Yes	no	194	0	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	51119	REJECTED	REJECTED
4	11770476	11822335	1	Yes	no	194	6	No_overlap	no	51860	ACCEPTED	ACCEPTED
5	40415199	40415857	1	Yes	no	194	19	No_overlap	no	659	ACCEPTED	ACCEPTED
3	162204791	162211294	1	Yes	no	194	0	Type_II_Transposons	no	6504	ACCEPTED	REJECTED
6	125615756	125644266	-1	Yes	no	194	0	Type_I_Transposons/LINE	no	28511	ACCEPTED	REJECTED
